Product_ID,Department,Product_Category,Price,Cost,Customer_Rating,Quantity_Sold,Inventory_Available,On_Promotion,Purchase_Method,Profit,Remaining_Inventory
H001641,Health & Beauty,Medications,25.99,18.21,3.4,5,7,No,Online,38.89999999999999,2
F001642,Food,Beverages,11.99,9.27,,2,3,No,In-Store,5.440000000000001,1
H001643,Household,Cleaning Supplies,20.79,15.97,4.8,6,13,No,In-Store,28.91999999999999,7
F001644,Food,Bakery,1.99,1.63,4.6,16,28,No,Online,5.760000000000002,12
F001645,Food,Dairy,7.19,6.6,4.7,24,42,Yes,In-Store,14.160000000000018,18
F001646,Food,Beverages,5.26,4.9,4.2,15,28,Yes,In-Store,5.3999999999999915,13
H001647,Household,Kitchen Supplies,19.99,14.04,4.7,15,38,No,In-Store,89.24999999999999,23
H001648,Health & Beauty,Personal Care,20.99,14.07,4.8,4,15,No,In-Store,27.679999999999993,11
F001649,Food,Dairy,6.99,5.04,,4,7,No,Online,7.800000000000001,3
H001650,Health & Beauty,Personal Care,21.99,15.0,3.2,13,26,No,In-Store,90.86999999999998,13
F001651,Food,Beverages,1.99,1.55,4.6,83,143,No,In-Store,36.519999999999996,60
F001652,Food,Meat,19.49,14.18,4.1,29,33,No,In-Store,153.98999999999995,4
H001653,Household,Cleaning Supplies,18.7,16.29,4.6,5,11,Yes,Pickup,12.05,6
F001654,Food,Meat,22.99,17.49,4.3,7,13,No,Pickup,38.5,6
F001655,Food,Dairy,5.99,4.39,4.4,93,182,No,In-Store,148.80000000000004,89
F001656,Food,Beverages,9.99,7.84,3.5,23,33,No,Pickup,49.45000000000001,10
H001657,Health & Beauty,Hair Care,8.99,5.78,3.9,56,116,No,In-Store,179.76,60
H001658,Health & Beauty,Hair Care,21.99,15.22,5.0,11,24,No,In-Store,74.46999999999997,13
H001659,Household,Kitchen Supplies,8.99,6.42,3.8,5,6,No,Online,12.850000000000001,1
F001660,Food,Bakery,3.99,3.22,4.3,44,71,No,In-Store,33.88,27
F001661,Food,Beverages,12.99,10.03,4.6,29,40,No,In-Store,85.84000000000003,11
H001662,Household,Laundry,4.99,3.36,3.3,21,61,No,In-Store,34.230000000000004,40
F001663,Food,Frozen Foods,9.49,7.89,4.3,11,14,No,Pickup,17.600000000000005,3
H001664,Household,Kitchen Supplies,22.99,16.4,3.8,5,11,No,Online,32.95,6
H001665,Household,Home Decor,16.99,12.59,5.0,9,12,No,In-Store,39.59999999999999,3
F001666,Food,Snacks,12.99,10.7,5.0,3,4,No,In-Store,6.870000000000003,1
H001667,Household,Kitchen Supplies,3.79,2.7,3.6,12,20,No,In-Store,13.079999999999998,8
H001668,Health & Beauty,Hair Care,14.64,13.42,3.1,2,6,Yes,Online,2.4400000000000013,4
F001669,Food,Bakery,7.79,6.44,4.2,48,63,No,In-Store,64.79999999999998,15
F001670,Food,Beverages,11.99,9.6,4.4,3,4,No,In-Store,7.170000000000002,1
H001671,Health & Beauty,Hair Care,16.99,11.2,3.6,4,12,No,In-Store,23.159999999999997,8
H001672,Household,Kitchen Supplies,15.79,10.99,3.5,10,14,No,In-Store,47.999999999999986,4
H001673,Household,Cleaning Supplies,13.99,9.64,4.9,10,17,No,In-Store,43.5,7
F001674,Food,Produce,1.51,1.65,,57,107,Yes,Online,-7.979999999999994,50
H001675,Household,Cleaning Supplies,3.06,2.88,4.9,53,121,Yes,Online,9.540000000000008,68
F001676,Food,Snacks,6.59,5.33,4.2,9,17,No,Pickup,11.339999999999998,8
F001677,Food,Bakery,0.99,0.76,4.6,35,65,No,In-Store,8.049999999999999,30
E001678,Electronics/General,Seasonal,61.49,46.8,2.6,2,5,No,Online,29.38000000000001,3
H001679,Household,Laundry,15.79,10.69,3.8,8,11,No,Online,40.8,3
H001680,Household,Laundry,9.79,6.92,4.0,17,46,No,Online,48.789999999999985,29
F001681,Food,Dairy,14.65,12.79,4.4,10,13,Yes,In-Store,18.600000000000012,3
F001682,Food,Snacks,13.79,10.3,4.4,15,23,No,In-Store,52.34999999999998,8
F001683,Food,Produce,1.99,1.48,4.7,35,49,No,In-Store,17.85,14
H001684,Household,Paper Products,8.99,6.57,3.6,28,70,No,In-Store,67.75999999999999,42
F001685,Food,Canned Goods,3.99,3.28,4.1,58,105,No,Pickup,41.18000000000002,47
H001686,Health & Beauty,Medications,44.49,29.91,5.0,4,7,No,In-Store,58.32000000000001,3
F001687,Food,Beverages,11.35,10.35,3.7,31,50,Yes,In-Store,31.0,19
F001688,Food,Canned Goods,7.49,5.82,4.0,46,84,No,Online,76.82,38
F001689,Food,Meat,1.99,1.51,4.3,7,13,No,In-Store,3.36,6
F001690,Food,Dairy,1.49,1.13,4.4,35,62,No,In-Store,12.600000000000003,27
F001691,Food,Produce,2.99,2.49,5.0,11,17,No,In-Store,5.5,6
E001692,Electronics/General,Toys,18.79,12.92,3.7,14,66,No,Online,82.17999999999999,52
H001693,Household,Cleaning Supplies,22.59,17.34,4.3,2,3,No,Online,10.5,1
F001694,Food,Frozen Foods,3.05,2.67,4.9,68,86,Yes,In-Store,25.839999999999993,18
H001695,Health & Beauty,Personal Care,5.99,3.83,4.1,5,8,No,In-Store,10.8,3
F001696,Food,Bakery,3.29,2.53,4.5,7,9,No,In-Store,5.320000000000002,2
F001697,Food,Produce,1.59,1.32,4.8,31,51,No,Pickup,8.370000000000001,20
F001698,Food,Meat,7.14,6.47,3.8,65,118,Yes,Pickup,43.55,53
F001699,Food,Frozen Foods,2.49,1.89,4.1,29,40,No,In-Store,17.40000000000001,11
H001700,Health & Beauty,Cosmetics,23.99,16.7,4.7,18,41,No,Online,131.21999999999997,23
F001701,Food,Frozen Foods,4.79,3.43,3.5,32,47,No,In-Store,43.519999999999996,15
H001702,Household,Kitchen Supplies,4.99,3.65,4.2,7,17,No,Pickup,9.380000000000003,10
F001703,Food,Frozen Foods,13.79,10.45,4.5,6,7,No,Online,20.04,1
F001704,Food,Bakery,5.79,5.51,4.1,43,76,Yes,Pickup,12.04000000000001,33
H001705,Health & Beauty,Medications,43.99,30.16,4.7,6,15,No,Online,82.98000000000002,9
F001706,Food,Canned Goods,12.7,11.9,4.0,16,28,Yes,In-Store,12.799999999999983,12
F001707,Food,Bakery,3.79,3.08,4.7,69,109,No,In-Store,48.989999999999995,40
E001708,Electronics/General,Toys,60.29,44.04,3.7,1,4,No,Online,16.25,3
F001710,Food,Dairy,16.79,12.12,5.0,18,30,No,In-Store,84.06,12
F001711,Food,Bakery,1.79,1.42,3.9,54,101,No,In-Store,19.980000000000004,47
H001712,Household,Home Decor,11.99,8.42,3.9,6,13,No,Pickup,21.42,7
F001713,Food,Frozen Foods,4.99,3.65,4.0,15,20,No,In-Store,20.100000000000005,5
F001714,Food,Frozen Foods,11.59,8.54,4.5,40,59,No,Pickup,122.00000000000003,19
F001715,Food,Snacks,3.49,2.56,4.4,23,26,No,In-Store,21.390000000000004,3
H001716,Household,Home Decor,29.99,20.26,2.7,6,14,No,In-Store,58.37999999999998,8
F001717,Food,Beverages,12.99,9.97,4.3,10,18,No,Pickup,30.199999999999996,8
H001718,Household,Kitchen Supplies,3.99,2.84,3.9,17,35,No,Online,19.550000000000004,18
H001719,Health & Beauty,Hair Care,29.49,18.72,3.9,1,3,No,Pickup,10.77,2
F001721,Food,Snacks,1.99,1.59,5.0,41,45,No,In-Store,16.399999999999995,4
F001722,Food,Dairy,16.79,12.42,3.2,13,22,No,In-Store,56.80999999999999,9
F001723,Food,Produce,5.99,4.63,4.2,9,15,No,In-Store,12.240000000000002,6
H001724,Health & Beauty,Hair Care,14.99,9.69,4.4,2,7,No,Pickup,10.600000000000001,5
F001725,Food,Beverages,12.99,9.52,3.5,3,5,No,In-Store,10.410000000000002,2
H001726,Health & Beauty,Personal Care,12.99,8.29,3.0,14,46,No,Online,65.80000000000001,32
H001727,Household,Kitchen Supplies,6.99,4.9,3.7,23,41,No,Pickup,48.06999999999999,18
F001728,Food,Meat,10.99,8.1,4.8,3,5,No,In-Store,8.670000000000002,2
H001729,Health & Beauty,Cosmetics,9.49,6.32,4.8,19,41,No,In-Store,60.23,22
H001730,Health & Beauty,Cosmetics,3.59,2.5,5.0,5,7,No,Online,5.449999999999999,2
F001731,Food,Snacks,12.49,9.93,4.4,15,17,No,In-Store,38.400000000000006,2
F001732,Food,Bakery,1.81,1.63,4.8,207,289,Yes,Pickup,37.26000000000003,82
F001733,Food,Frozen Foods,13.99,10.14,4.0,48,80,No,Pickup,184.79999999999998,32
H001734,Household,Cleaning Supplies,23.49,17.63,4.7,6,9,No,In-Store,35.16,3
H001735,Health & Beauty,Personal Care,11.99,8.11,4.0,7,19,No,Online,27.160000000000004,12
F001736,Food,Beverages,10.99,8.21,4.5,6,11,No,Pickup,16.679999999999996,5
H001737,Household,Cleaning Supplies,18.49,12.78,4.4,7,10,No,Pickup,39.96999999999999,3
H001738,Household,Home Decor,13.99,10.67,3.4,8,16,No,In-Store,26.560000000000002,8
H001739,Household,Cleaning Supplies,12.34,11.03,4.2,8,12,Yes,Pickup,10.480000000000004,4
F001740,Food,Beverages,7.59,5.95,5.0,15,27,No,In-Store,24.599999999999994,12
F001741,Food,Dairy,2.43,2.28,4.9,102,189,Yes,In-Store,15.300000000000036,87
H001742,Household,Kitchen Supplies,24.99,17.47,4.0,4,5,No,Pickup,30.08,1
H001743,Health & Beauty,Personal Care,6.49,4.23,3.1,29,73,No,In-Store,65.53999999999999,44
E001744,Electronics/General,Seasonal,34.99,26.23,2.9,4,11,No,Pickup,35.040000000000006,7
F001745,Food,Beverages,9.99,8.09,4.5,47,53,No,In-Store,89.30000000000001,6
H001746,Household,Home Decor,9.79,7.12,3.7,11,21,No,In-Store,29.36999999999999,10
H001747,Health & Beauty,Hair Care,4.99,3.41,4.6,16,43,No,Online,25.28,27
H001748,Household,Cleaning Supplies,15.99,11.3,4.6,24,38,No,In-Store,112.55999999999999,14
H001749,Health & Beauty,Hair Care,22.99,16.16,2.7,10,16,No,In-Store,68.29999999999998,6
F001750,Food,Produce,13.79,10.73,4.7,12,22,No,In-Store,36.719999999999985,10
H001751,Household,Laundry,20.99,15.48,3.1,4,9,No,Online,22.039999999999992,5
H001752,Health & Beauty,Hair Care,6.49,4.61,3.2,15,32,No,In-Store,28.2,17
F001753,Food,Snacks,8.99,6.82,4.1,16,20,No,Pickup,34.72,4
F001754,Food,Beverages,7.16,6.81,5.0,22,40,Yes,In-Store,7.700000000000012,18
F001755,Food,Snacks,2.99,2.14,5.0,15,19,No,Online,12.750000000000002,4
H001757,Health & Beauty,Medications,38.99,25.12,3.4,1,2,No,Online,13.870000000000001,1
E001758,Electronics/General,Electronics,68.29,46.28,4.4,1,2,No,Online,22.010000000000005,1
H001759,Household,Laundry,7.12,6.62,3.6,46,65,Yes,In-Store,23.0,19
H001760,Health & Beauty,Cosmetics,11.59,7.83,3.0,14,24,No,In-Store,52.64,10
H001761,Health & Beauty,Hair Care,10.99,7.34,4.5,9,16,No,In-Store,32.85,7
F001762,Food,Meat,21.29,15.56,5.0,8,15,No,In-Store,45.83999999999999,7
F001763,Food,Beverages,14.49,11.7,5.0,7,10,No,In-Store,19.53000000000001,3
H001764,Health & Beauty,Personal Care,11.79,7.52,5.0,11,42,No,In-Store,46.97,31
F001765,Food,Bakery,8.79,6.47,4.7,21,30,No,Pickup,48.719999999999985,9
H001766,Health & Beauty,Hair Care,11.75,10.32,5.0,8,16,Yes,In-Store,11.439999999999998,8
F001767,Food,Frozen Foods,4.99,3.72,3.9,1,2,No,Online,1.27,1
H001768,Health & Beauty,Cosmetics,3.79,2.59,3.7,40,132,No,Online,48.00000000000001,92
F001769,Food,Meat,8.79,6.39,3.5,14,27,No,In-Store,33.599999999999994,13
F001770,Food,Frozen Foods,1.99,1.63,4.7,34,47,No,Online,12.240000000000004,13
H001771,Health & Beauty,Medications,16.99,11.35,4.1,10,23,No,In-Store,56.39999999999999,13
F001772,Food,Bakery,10.22,9.05,4.0,33,55,Yes,Online,38.61,22
H001773,Household,Kitchen Supplies,5.79,4.31,4.7,22,36,No,Online,32.56000000000001,14
F001774,Food,Canned Goods,5.79,4.59,4.2,2,3,No,Pickup,2.4000000000000004,1
H001775,Household,Kitchen Supplies,10.99,8.04,,8,13,No,In-Store,23.60000000000001,5
H001776,Household,Cleaning Supplies,20.99,14.99,4.2,4,6,No,In-Store,23.999999999999993,2
F001777,Food,Snacks,12.99,9.3,4.1,25,45,No,In-Store,92.24999999999999,20
F001778,Food,Bakery,4.0,3.62,4.1,54,106,Yes,Online,20.519999999999996,52
F001779,Food,Beverages,1.42,1.61,4.2,69,90,Yes,In-Store,-13.110000000000012,21
F001781,Food,Bakery,12.79,9.78,4.0,8,12,No,In-Store,24.08,4
F001782,Food,Meat,21.59,,3.7,4,6,No,Pickup,,2
F001784,Food,Meat,18.29,14.36,5.0,28,50,No,In-Store,110.03999999999999,22
F001785,Food,Bakery,9.99,8.12,3.8,5,6,No,In-Store,9.350000000000005,1
F001786,Food,Frozen Foods,3.12,2.87,4.2,35,63,Yes,In-Store,8.75,28
F001787,Food,Snacks,8.88,8.1,4.7,12,20,Yes,Pickup,9.360000000000014,8
F001788,Food,Meat,14.49,11.17,4.1,13,15,No,In-Store,43.160000000000004,2
H001789,Health & Beauty,Cosmetics,14.99,9.38,4.2,1,2,No,Online,5.609999999999999,1
F001790,Food,Frozen Foods,12.99,10.46,5.0,7,8,No,In-Store,17.709999999999994,1
F001791,Food,Beverages,8.99,6.55,4.2,3,4,No,In-Store,7.320000000000001,1
F001792,Food,Canned Goods,2.99,2.29,4.7,38,70,No,In-Store,26.60000000000001,32
H001793,Household,Laundry,19.99,15.13,4.4,30,58,No,In-Store,145.79999999999993,28
F001794,Food,Dairy,14.99,10.86,5.0,17,27,No,In-Store,70.21000000000001,10
F001795,Food,Bakery,6.99,5.55,3.5,38,57,No,Pickup,54.72000000000001,19
F001796,Food,Beverages,7.99,5.95,3.9,13,18,No,Online,26.52,5
F001797,Food,Beverages,1.79,1.47,3.8,21,23,No,In-Store,6.7200000000000015,2
E001799,Electronics/General,Office Supplies,25.49,17.52,3.2,13,59,No,In-Store,103.60999999999999,46
H001800,Health & Beauty,Personal Care,13.99,8.91,5.0,4,8,No,In-Store,20.32,4
F001801,Food,Snacks,11.72,11.13,4.5,37,64,Yes,In-Store,21.829999999999995,27
E001802,Electronics/General,Office Supplies,50.99,35.08,4.7,1,2,No,In-Store,15.910000000000004,1
F001803,Food,Canned Goods,11.99,8.78,4.8,2,3,No,Pickup,6.420000000000002,1
H001804,Household,Paper Products,12.99,9.56,4.4,52,92,No,In-Store,178.35999999999999,40
H001806,Household,Laundry,32.99,23.17,4.4,3,5,No,Online,29.46,2
H001807,Household,Kitchen Supplies,23.99,16.18,4.6,15,33,No,In-Store,117.14999999999998,18
H001808,Health & Beauty,Hair Care,6.99,4.56,3.3,53,114,No,Pickup,128.79000000000002,61
F001809,Food,Meat,3.3,3.1,4.4,105,169,Yes,In-Store,20.99999999999997,64
F001810,Food,Frozen Foods,12.99,9.48,4.1,21,34,No,In-Store,73.71,13
F001811,Food,Canned Goods,11.99,8.62,4.4,10,13,No,In-Store,33.70000000000001,3
H001812,Household,Paper Products,13.99,9.55,4.2,10,29,No,Pickup,44.39999999999999,19
H001813,Household,Paper Products,12.99,8.92,4.6,19,55,No,Online,77.33000000000001,36
H001814,Household,Kitchen Supplies,6.99,4.68,2.8,19,50,No,In-Store,43.89000000000001,31
H001815,Health & Beauty,Medications,3.79,2.57,4.6,13,21,No,In-Store,15.860000000000003,8
H001816,Health & Beauty,Medications,7.49,4.99,3.7,22,60,No,In-Store,55.0,38
F001817,Food,Meat,11.3,10.34,3.7,48,90,Yes,Pickup,46.08000000000004,42
H001818,Household,Cleaning Supplies,18.79,12.93,2.9,17,26,No,Online,99.61999999999999,9
H001819,Household,Home Decor,21.99,16.05,5.0,5,7,No,In-Store,29.69999999999999,2
H001820,Household,Home Decor,12.79,9.21,4.5,2,3,No,In-Store,7.159999999999997,1
F001821,Food,Frozen Foods,10.49,8.41,5.0,11,20,No,In-Store,22.880000000000003,9
H001822,Household,Cleaning Supplies,21.99,15.29,5.0,1,2,No,In-Store,6.699999999999999,1
F001823,Food,Bakery,5.32,4.67,4.9,25,36,Yes,In-Store,16.250000000000007,11
F001824,Food,Dairy,12.99,10.28,4.6,12,23,No,In-Store,32.52000000000001,11
H001825,Health & Beauty,Personal Care,19.49,12.72,3.6,3,7,No,In-Store,20.309999999999995,4
F001826,Food,Meat,9.9,9.38,3.6,17,26,Yes,In-Store,8.839999999999993,9
F001827,Food,Beverages,12.0,10.76,4.3,36,54,Yes,Online,44.64000000000001,18
H001828,Household,Laundry,24.4,22.51,4.3,19,56,Yes,Online,35.90999999999994,37
F001830,Food,Snacks,2.99,2.32,,28,41,No,Pickup,18.760000000000012,13
F001831,Food,Dairy,3.49,2.84,4.6,217,322,No,In-Store,141.05000000000007,105
F001833,Food,Frozen Foods,3.72,3.39,4.6,64,114,Yes,In-Store,21.120000000000005,50
H001834,Household,Cleaning Supplies,11.57,10.06,4.2,51,139,Yes,Pickup,77.00999999999999,88
F001835,Food,Produce,8.99,6.59,4.2,33,49,No,In-Store,79.20000000000002,16
F001836,Food,Canned Goods,5.99,4.78,4.1,37,56,No,In-Store,44.769999999999996,19
H001837,Household,Home Decor,8.99,6.04,2.9,14,25,No,In-Store,41.300000000000004,11
F001838,Food,Canned Goods,8.99,6.81,4.8,5,6,No,In-Store,10.900000000000002,1
F001839,Food,Canned Goods,4.99,3.76,4.2,15,21,No,In-Store,18.450000000000006,6
H001840,Household,Laundry,8.81,7.8,4.2,25,48,Yes,Pickup,25.250000000000018,23
H001841,Household,Laundry,10.29,6.91,3.8,8,11,No,Pickup,27.039999999999992,3
F001842,Food,Meat,16.59,12.52,5.0,19,33,No,In-Store,77.33000000000001,14
F001843,Food,Canned Goods,4.99,3.92,4.6,17,21,No,In-Store,18.190000000000005,4
H001844,Health & Beauty,Personal Care,14.99,10.21,4.4,9,30,No,In-Store,43.019999999999996,21
H001846,Health & Beauty,Cosmetics,29.79,20.72,4.6,4,14,No,In-Store,36.28,10
F001848,Food,Dairy,5.99,4.73,3.5,49,76,No,In-Store,61.73999999999999,27
H001849,Household,Laundry,4.99,3.82,3.9,22,43,No,In-Store,25.74000000000001,21
H001850,Household,Laundry,29.99,22.14,4.1,6,8,No,Online,47.09999999999999,2
F001851,Food,Frozen Foods,14.49,11.72,4.1,16,26,No,In-Store,44.31999999999999,10
E001852,Electronics/General,Seasonal,10.99,8.22,3.3,4,17,No,Online,11.079999999999998,13
F001853,Food,Frozen Foods,2.29,1.64,4.4,191,272,No,In-Store,124.15000000000002,81
F001854,Food,Frozen Foods,4.99,3.6,4.2,26,45,No,Pickup,36.14,19
F001855,Food,Produce,10.48,9.95,3.5,16,27,Yes,Online,8.480000000000018,11
H001856,Household,Cleaning Supplies,22.99,17.22,4.2,15,32,No,Online,86.55,17
F001857,Food,Snacks,1.29,1.48,4.2,37,62,Yes,In-Store,-7.029999999999998,25
E001858,Electronics/General,Electronics,112.99,80.95,2.7,2,7,No,In-Store,64.07999999999998,5
F001859,Food,Bakery,7.99,5.83,4.3,19,22,No,Online,41.040000000000006,3
H001860,Household,Cleaning Supplies,11.99,8.51,4.3,20,55,No,In-Store,69.60000000000001,35
F001862,Food,Canned Goods,8.99,6.85,5.0,107,202,No,In-Store,228.98000000000008,95
F001863,Food,Beverages,7.99,6.2,3.9,5,6,No,Online,8.95,1
F001865,Food,Dairy,14.99,11.6,3.8,17,28,No,Online,57.63000000000001,11
F001866,Food,Dairy,1.49,1.09,4.2,17,26,No,In-Store,6.799999999999999,9
F001867,Food,Canned Goods,4.99,4.08,5.0,38,47,No,Online,34.580000000000005,9
F001868,Food,Bakery,8.99,6.87,4.0,9,16,No,Pickup,19.080000000000002,7
F001869,Food,Beverages,3.61,3.14,4.7,50,56,Yes,In-Store,23.499999999999986,6
F001870,Food,Bakery,5.99,4.32,4.5,8,14,No,In-Store,13.36,6
F001871,Food,Meat,3.99,3.28,4.2,13,21,No,In-Store,9.230000000000006,8
F001872,Food,Frozen Foods,10.99,8.85,4.8,35,54,No,In-Store,74.90000000000002,19
F001873,Food,Meat,16.76,15.22,4.0,18,30,Yes,In-Store,27.720000000000017,12
H001874,Household,Laundry,22.6,19.66,3.9,5,11,Yes,In-Store,14.700000000000006,6
H001875,Household,Paper Products,20.99,14.07,3.5,24,59,No,Pickup,166.07999999999996,35
F001876,Food,Canned Goods,5.79,4.46,4.1,28,52,No,In-Store,37.24,24
H001877,Household,Paper Products,18.99,12.93,3.6,35,64,No,In-Store,212.09999999999997,29
E001878,Electronics/General,Toys,25.99,18.25,3.3,1,2,No,In-Store,7.739999999999998,1
F001879,Food,Canned Goods,4.76,4.53,4.8,305,594,Yes,In-Store,70.14999999999986,289
E001880,Electronics/General,Electronics,90.99,66.37,4.2,2,9,No,Online,49.23999999999998,7
F001881,Food,Canned Goods,3.49,2.82,4.0,28,50,No,Pickup,18.760000000000012,22
H001882,Household,Laundry,19.79,13.5,3.6,9,26,No,In-Store,56.60999999999999,17
F001883,Food,Produce,6.99,5.29,3.9,8,9,No,In-Store,13.600000000000001,1
H001884,Household,Paper Products,4.99,3.51,3.5,21,36,No,Pickup,31.08000000000001,15
H001885,Household,Kitchen Supplies,22.99,15.42,3.9,22,43,No,In-Store,166.53999999999996,21
H001886,Household,Paper Products,17.49,13.31,3.3,6,10,No,In-Store,25.079999999999988,4
F001887,Food,Snacks,5.99,4.62,3.8,5,8,No,In-Store,6.8500000000000005,3
F001888,Food,Produce,9.15,8.2,4.1,68,90,Yes,In-Store,64.60000000000008,22
E001889,Electronics/General,Seasonal,114.99,85.4,2.8,1,3,No,In-Store,29.58999999999999,2
H001890,Health & Beauty,Hair Care,2.99,1.88,3.6,4,8,No,In-Store,4.440000000000001,4
H001891,Household,Paper Products,20.29,14.51,4.0,41,71,No,In-Store,236.97999999999996,30
H001892,Household,Paper Products,18.99,13.1,3.9,41,100,No,In-Store,241.48999999999995,59
H001893,Health & Beauty,Personal Care,16.99,11.87,4.5,1,3,No,Online,5.119999999999999,2
F001894,Food,Snacks,9.99,7.56,4.0,14,22,No,In-Store,34.02000000000001,8
H001895,Household,Cleaning Supplies,15.99,10.82,4.1,6,17,No,In-Store,31.02,11
F001896,Food,Produce,2.56,2.32,4.4,225,355,Yes,In-Store,54.00000000000005,130
F001897,Food,Produce,8.49,6.67,3.4,8,11,No,Pickup,14.560000000000002,3
H001898,Household,Kitchen Supplies,16.99,11.62,4.3,6,14,No,Online,32.22,8
F001899,Food,Dairy,3.99,3.26,4.3,13,16,No,Pickup,9.490000000000006,3
F001900,Food,Frozen Foods,6.99,5.62,4.3,20,27,No,In-Store,27.400000000000002,7
F001901,Food,Dairy,2.99,2.34,4.6,4,6,No,In-Store,2.6000000000000014,2
F001902,Food,Canned Goods,8.99,6.92,4.8,38,72,No,Pickup,78.66000000000001,34
F001903,Food,Produce,12.99,9.75,4.3,7,10,No,In-Store,22.68,3
H001904,Household,Kitchen Supplies,19.99,13.98,3.3,5,6,No,Pickup,30.04999999999999,1
F001905,Food,Beverages,4.99,3.72,3.5,37,56,No,In-Store,46.99,19
F001906,Food,Beverages,8.59,7.07,4.7,32,63,No,In-Store,48.639999999999986,31
H001907,Household,Cleaning Supplies,12.79,8.81,4.5,54,136,No,In-Store,214.91999999999993,82
F001908,Food,Bakery,11.99,8.62,4.2,40,48,No,In-Store,134.80000000000004,8
H001909,Health & Beauty,Personal Care,5.99,3.89,3.4,10,29,No,In-Store,21.0,19
H001910,Health & Beauty,Hair Care,19.99,14.24,4.4,6,14,No,Pickup,34.499999999999986,8
H001911,Health & Beauty,Hair Care,19.11,17.53,4.5,15,51,Yes,Pickup,23.699999999999974,36
H001912,Household,Home Decor,28.99,21.04,5.0,5,8,No,Online,39.75,3
F001913,Food,Dairy,13.79,10.3,3.6,25,29,No,Pickup,87.24999999999996,4
F001914,Food,Frozen Foods,13.99,11.43,3.9,12,17,No,In-Store,30.720000000000006,5
F001915,Food,Canned Goods,1.99,1.51,5.0,74,109,No,Pickup,35.519999999999996,35
H001916,Household,Paper Products,8.99,6.64,3.9,12,24,No,Online,28.200000000000006,12
F001917,Food,Meat,19.99,15.09,4.3,9,15,No,In-Store,44.09999999999999,6
F001918,Food,Bakery,11.99,9.65,,3,4,No,In-Store,7.02,1
F001919,Food,Canned Goods,12.79,10.21,4.6,6,9,No,In-Store,15.47999999999999,3
F001920,Food,Canned Goods,14.99,11.17,4.1,18,33,No,Online,68.76,15
F001921,Food,Dairy,6.27,5.75,4.4,131,221,Yes,In-Store,68.11999999999995,90
H001922,Household,Home Decor,5.42,4.72,3.2,80,175,Yes,Online,56.000000000000014,95
H001923,Household,Laundry,24.99,18.49,3.5,24,64,No,In-Store,156.0,40
F001924,Food,Dairy,2.99,2.46,4.4,57,98,No,In-Store,30.210000000000015,41
H001925,Health & Beauty,Medications,14.59,9.88,5.0,2,4,No,Online,9.419999999999998,2
F001926,Food,Snacks,8.59,6.61,4.0,23,35,No,In-Store,45.53999999999999,12
H001928,Household,Laundry,12.25,11.19,4.2,23,53,Yes,In-Store,24.38000000000001,30
E001929,Electronics/General,Toys,69.99,47.59,4.2,10,21,No,Online,223.99999999999991,11
H001930,Health & Beauty,Hair Care,12.99,8.42,4.6,9,32,No,In-Store,41.13,23
F001931,Food,Frozen Foods,9.32,11.0,3.7,29,38,Yes,In-Store,-48.71999999999999,9
H001932,Household,Home Decor,39.99,28.43,4.4,21,48,No,In-Store,242.76000000000005,27
H001933,Household,Laundry,10.49,7.86,3.5,9,17,No,In-Store,23.669999999999998,8
H001934,Health & Beauty,Medications,10.8,10.05,,36,129,Yes,In-Store,27.0,93
F001935,Food,Meat,21.79,17.43,4.5,3,4,No,In-Store,13.079999999999998,1
